            time               x               y             v_x             v_y
             537         -41.439        34.78917        2.197367        -1.34568
             538       -42.62443        34.13366        0.983497       -0.823636
             539       -40.50094        32.60537      -0.3008582        1.039569
             540       -41.42623        34.02279      -0.2338699      -0.8913094
             541       -40.76569         35.1629        1.088611      -0.3438924
             542       -41.14036        34.68209         1.93113       0.7028397
             543       -41.26753        34.10346      -0.8535575      0.01695952
             544       -41.93293        33.13147       0.7981414       0.2359773
             545       -42.80399        33.71428        0.465877        1.576769
             546       -41.68999        33.94599       0.2313336       -1.166652
             547       -44.26262        33.43217       -1.550486       -1.363638
             548       -45.03373          33.667       -1.490989       -1.624866
             549       -45.36694        32.50285     0.003267557      -0.7392867
             550       -43.82741        31.43219       0.5425245      -0.3531382
             551       -44.67862        31.31464       0.7495483      -0.9734179
             552       -44.98939        31.86617       0.3344419      -0.5085095
             553       -45.97456        30.36642      -0.3041843      -0.3985841
             554       -46.68334        30.15029       0.1315859        1.033726
             555       -45.50111        30.42863       0.4983357       0.9368761
